Bevölkerung nach Geschlecht, 3 unregelmäßigen Altersgruppen und Nationalität seit 2008 - Zählbezirke Wien | Population by sex, 3 broad age groups and nationality since 2008 - subdistricts of Vienna;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGR3;AUT;FOR,,
AT13;91000;91013;2017;20170101;1;1;222;69,,
AT13;91000;91013;2017;20170101;1;2;1216;312,,
AT13;91000;91013;2017;20170101;1;3;528;21,,
AT13;91000;91013;2017;20170101;2;1;216;77,,
AT13;91000;91013;2017;20170101;2;2;1243;370,,
AT13;91000;91013;2017;20170101;2;3;820;32,,
AT13;91000;91014;2017;20170101;1;1;236;58,,
AT13;91000;91014;2017;20170101;1;2;1081;218,,
AT13;91000;91014;2017;20170101;1;3;433;17,,
AT13;91000;91014;2017;20170101;2;1;205;48,,
AT13;91000;91014;2017;20170101;2;2;1110;230,,
AT13;91000;91014;2017;20170101;2;3;609;26,,
AT13;91000;91015;2017;20170101;1;1;574;86,,
AT13;91000;91015;2017;20170101;1;2;1704;476,,
AT13;91000;91015;2017;20170101;1;3;325;34,,
AT13;91000;91015;2017;20170101;2;1;521;96,,
AT13;91000;91015;2017;20170101;2;2;1859;507,,
AT13;91000;91015;2017;20170101;2;3;438;24,,
AT13;91000;91016;2017;20170101;1;1;314;59,,
AT13;91000;91016;2017;20170101;1;2;1575;222,,
AT13;91000;91016;2017;20170101;1;3;684;27,,
AT13;91000;91016;2017;20170101;2;1;278;48,,
AT13;91000;91016;2017;20170101;2;2;1565;280,,
AT13;91000;91016;2017;20170101;2;3;843;28,,
AT13;91000;91017;2017;20170101;1;1;72;6,,
AT13;91000;91017;2017;20170101;1;2;265;24,,
AT13;91000;91017;2017;20170101;1;3;72;2,,
AT13;91000;91017;2017;20170101;2;1;71;3,,
AT13;91000;91017;2017;20170101;2;2;268;23,,
AT13;91000;91017;2017;20170101;2;3;98;2,,
AT13;91000;91018;2017;20170101;1;1;334;58,,
AT13;91000;91018;2017;20170101;1;2;1325;205,,
AT13;91000;91018;2017;20170101;1;3;209;14,,
AT13;91000;91018;2017;20170101;2;1;321;51,,
AT13;91000;91018;2017;20170101;2;2;1422;192,,
AT13;91000;91018;2017;20170101;2;3;315;11,,
AT13;91000;91019;2017;20170101;1;1;128;35,,
AT13;91000;91019;2017;20170101;1;2;742;163,,
AT13;91000;91019;2017;20170101;1;3;286;9,,
AT13;91000;91019;2017;20170101;2;1;151;31,,
AT13;91000;91019;2017;20170101;2;2;775;162,,
AT13;91000;91019;2017;20170101;2;3;324;19,,
AT13;91000;91020;2017;20170101;1;1;519;159,,
AT13;91000;91020;2017;20170101;1;2;2075;492,,
AT13;91000;91020;2017;20170101;1;3;1182;40,,
AT13;91000;91020;2017;20170101;2;1;467;145,,
AT13;91000;91020;2017;20170101;2;2;2041;542,,
AT13;91000;91020;2017;20170101;2;3;2005;56,,
